id,barrio_id,tipo_inmueble,precio_arriendo_cop,admin_cop,costo_total_cop,area_m2,habitaciones,banos,parqueaderos,titulo,descripcion,badge,link,pagina_scraping,url_fuente,fecha_scraping,hora_scraping,fecha_insercion
4849,145,apartamento,934000,166000,1100000,50,2,2,,"Apartamento en arriendo en cd. valle de barroblanco, piedecuesta","Apartamento en primer piso, disponible de inmediato, ofrece la combinación perfecta de comodidad y estilo. Disfrute de la exclusividad de un antejardín privado, ideal para relajarse al aire libre. Además, cuenta con un parqueadero asignado. PARA MAYOR INFORMACIÓN VISITE www.paseoespanainmobiliaria.c",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cd-valle-de-barroblanco-piedecuesta/193458240,2,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=2,2026-03-06,11:32:47,2026-03-06 11:36:00
4850,145,casa,16000000,,16000000,600,5,8,,"Casa en arriendo en villa campestre, barranquilla",RENTO HERMOSA CASA EN CONJUNTO  CERRADO   LA CASA CUENTA CON 5 HABITACIONES CADA UNA CON SU BAÑO ALCOBA Y BAÑO DE SERVICIO . CAVA DE VINOS CON SALA  ESTAR DE ALCOBAS. LA CASA QUEDA EN CONJUNTO CERRADO Y CUEMTA CON MUY BUENAS AREAS SOCIALES Y BUENOS ESPACIOS DE ZONAS VERDES.,,https://www.fincaraiz.com.co/casa-en-arriendo-en-villa-campestre-barranquilla/193421396,2,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=2,2026-03-06,11:32:47,2026-03-06 11:36:00
4851,145,apartamento,2150000,1006000,3156000,145,3,3,,"Apartamento en arriendo en el prado, bucaramanga","DÚPLEX. PRIMER NIVEL: SALA COMEDOR, COCINA INTEGRAL, HABITACIÓN AUXILIAR, BAÑO Y ZONA DE ROPAS. SEGUNDO NIVEL: HALL DE TELEVISIÓN, HABITACIÓN AUXILIAR CON CLOSET Y BAÑO Y HABITACIÓN PRINCIPAL CON BAÑO Y 2 CLOSET. AMBAS CON ACCESO A TERRAZA. 2 PARQUEADEROS. ZONA SOCIAL: SALÓN SOCIAL, GIMNASIO, RECEPC",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-prado-bucaramanga/10772670,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4852,145,oficina,18000000,,18000000,510,,8,,"Oficina en arriendo en antiguo country, bogotá","Se arrienda excelente edificio de oficinas de 3 niveles en el Antiguo Country a pocos pasos de la Calle 85, el edificio cuenta con amplios espacios de trabajo en los tres pisos, 8 salas de reuniones o oficinas grandes y áreas generales de trabajo, baños en cada nivel. Ideal para centro médico, call ",,https://www.fincaraiz.com.co/oficina-en-arriendo-en-antiguo-country-bogota/193397320,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4853,145,apartamento,1950000,,1950000,21,1,1,,"Apartamento en arriendo en nuevo country, bogotá","Hermoso e iluminado apartaestudio, con vista privilegiada al  campo de golf del Country Club. Este espacio inteligentemente diseñado ofrece una habitación acogedora, una práctica zona de lavandería y un baño completo, todo pensado para su confort. Su excelente ubicación garantiza fácil acceso a serv",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-nuevo-country-bogota/193460052,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4854,145,apartamento,1350000,,1350000,40,2,1,,"Apartamento en arriendo en fontibon, bogotá","Descubre este acogedor apartamento de 2 habitaciones ( una con closet) y 1 baño, con una distribución funcional que maximiza cada rincón. Disfruta de la iluminación natural que inunda cada espacio, resaltando el piso en baldosa y la cocina equipada con gas natural. Desde su balcón, podrás contemplar",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-fontibon-bogota/193447024,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4855,145,apartamento,1600000,,1600000,54,3,2,1,"Apartamento en arriendo en el porvenir, rionegro","Descubre la comodidad y elegancia en este apartamento en arriendo ubicado en una de las zonas más exclusivas de la ciudad. Con 2 habitaciones y 2 baños, este espacio de 54 metros cuadrados ofrece un ambiente acogedor y funcional para ti y tu familia. Además, cuenta con 1 parqueadero para tu comodida",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-porvenir-rionegro/192744279,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4856,145,apartamento,2700000,300000,3000000,72,3,2,,"Apartamento en arriendo en lagos de torca, bogotá","Amplio y acogedor apartamento de 72 M2 en arriendo, ideal para quienes buscan comodidad y elegancia en una zona residencial de Bogotá. El apartamento cuenta con 3 alcobas y 2 baños, uno de ellos en la habitación principal, lo que lo hace perfecto para familias o personas que necesitan espacio adicio",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4857,145,casa,6500000,,6500000,155,3,3,,"Casa en arriendo en chuntame, cajicá","Si estás buscando una casa de ensueño en uno de los mejores sectores de Colombia, esta es tu oportunidad. Esta espectacular casa está ubicada en Cajicá  un lugar tranquilo y exclusivo donde podrás disfrutar de la naturaleza y la comodidad de la vida urbana al mismo tiempo.

Cuenta con 3 cómodas alco",,https://www.fincaraiz.com.co/casa-en-arriendo-en-chuntame-cajica/193340959,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4858,145,oficina,2500000,,2500000,46,,,1,"Oficina en arriendo en usaquen, bogotá","Oficina exterior de 46.45 m2 cuenta con divisiones así quedando 2 oficinas independientes y un espacio como para recepción, un área independiente como para zona de cafetería o implementos de aseo. 1 garaje cubierto. Pisos laminados, persianas. Espectacular vista a la ciudad. Ubicada en el Centro Emp",,https://www.fincaraiz.com.co/oficina-en-arriendo-en-usaquen-bogota/10520463,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4859,145,apartamento,4600000,632800,5232800,77,2,2,,"Apartamento en arriendo en balcones del salitre, bogotá","Lindo apartamento en barrio Ciudad Salitre para arriendo en el Edificio Avatar. El apartamento cuenta con dos habitaciones, dos baños, dos parqueaderos excelentes vías de acceso,  cerca a centro internacional y zona empresarial de salitre. Edificio club house con excelentes zonas comunes. (Precio de",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4860,145,casa,8500000,1200000,9700000,350,3,4,,"Casa en arriendo en ruitoque, floridablanca","CASA MONTAÑA, UBICADO EN ALTOS RUITOQUE, VISUAL PANORÁMICA EN CADA ESPACIO DE LA CASA. 1 KM DE SENDEROS PARA CAMINAR, PANELES SOLARES, DISPONIBILIDAD PARA CARGAR TU VEHÍCULO ELÉCTRICO. ZONA SOCIAL PANORÁMICA: PISCINA, TURCO, GIMANSIO, SALON SOCIAL, SALON DE PISCINA, PARQUE PARA NIÑOS, PROXIMAMENTE C",,https://www.fincaraiz.com.co/casa-en-arriendo-en-ruitoque-floridablanca/193435339,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4861,145,apartamento,3880000,620000,4500000,75,3,2,,"Apartamento en arriendo en chapinero central, bogotá","Moderno apartamento AMOBLADO con terraza ubicado en Chapinero Central. El apartamento cuenta en el primer piso con zona social en un ambiente con doble altura y cocina abierta. En el segundo piso cuenta dos terrazas y con tres habitaciones, la principal con baño, las otras dos habitaciones comparten",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chapinero-central-bogota/193457006,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4862,145,apartamento,11000000,1468000,12468000,191,3,3,,"Apartamento en arriendo en la cabrera, bogotá","Espectacular apartamento completamente remodelado ubicado en el corazón de La Cabrera. El apartamento cuenta con amplia sala con excelente iluminación natural, estudio, baño social y comedor independiente, todo con espectaculares acabados. Cocina cerrada con comedor auxiliar y zona de lavandería ind",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-cabrera-bogota/193440186,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4863,145,casa,7500000,,7500000,350,3,4,,Casa campestre en arriendo en la calera,"Exuberante y acogedora casa campestre, ubicada en las hermosas montañas de La Calera, Cundinamarca. Rodeada de tranquilidad y naturaleza, ideal para aquellos que buscan escapar del ajetreo de la ciudad y disfrutar de un estilo de vida más relajado y en contacto con la naturaleza. Ofrece un área de t",,https://www.fincaraiz.com.co/casa-campestre-en-arriendo-en-la-calera/193141649,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4864,145,apartaestudio,1300000,,1300000,50,2,1,,"Apartaestudio en arriendo en panamericano, cali","ALQUILER APARTAESTUDIO EDIFICIO ORO, BARRIO PANAMERICANO. NIVEL 3 CON ACCESO POR ESCALERAS, REMODELADO, COCINA, SALA COMEDOR Y 2 HABITACIONES INDEPENDIENTES. IDEAL PARA PERSONAS SOLTERAS O PAREJAS. AMBIENTES SEPARADOS. SE REALIZA ESTUDIO DE ARRENDAMIENTO, NO DEBEN TITULAR Y CODEUDOR NO DEBEN TENER R",,https://www.fincaraiz.com.co/apartaestudio-en-arriendo-en-panamericano-cali/193364259,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4865,145,apartamento,6500000,1300000,7800000,169,3,3,3,"Apartamento en arriendo en chicó navarra, bogotá","Apartamento con área de 169 m2, exterior con buena iluminación y distribución, ubicado en el piso 4, acceso por ascensor
El apartamento con sala con acceso a un balcón exterior y comedor independiente, estudio abierto, baño social, cocina cerrada, zona de lavandería independiente, cuarto y baño de s",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chico-navarra-bogota/193397405,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4866,145,apartamento,1950000,,1950000,36,1,1,,"Apartamento en  arriendo en veramonte macana, bogotá","Se arrienda  apartamento en colina campestre , 36 mts2,  2 alcobas, 1 baño , sala comedor,cocina integral , piso en cerámica,  acceso en ascensor, garaje comunal, el conjunto cuenta con Gym, salones sociales,  sala prémium, bbqq, zonas verdes, cerca a la av Boyaca,calle 153, centro comerciales",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-veramonte-macana-bogota/191663849,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4867,145,apartaestudio,1700000,,1700000,30,1,1,,Apartaestudio en arriendo en bogotá,"Bogotá

Se arrienda moderno apartaestudio para estrenar, ubicado en un sector estratégico de Bogotá, Calle 30 con Avenida Américas, al lado de la Clínica Mederi, con excelente acceso a transporte público, universidades, centros médicos y comercio.

El inmueble cuenta con 30 m² bien distribuidos, que",,https://www.fincaraiz.com.co/apartaestudio-en-arriendo-en-bogota/193470251,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4868,145,otro,7000000,,7000000,828,1,10,,"Edificio en arriendo en bogotá, d.c., bogotá","¡Oportunidad en el sur de Bogotá!  
Vendemos o arrendamos colegio en Carmelo Sur.
1.202 m² de terreno  
 840 m² construidos  
Parqueadero para 30 vehículos  
 20 salones amplios e iluminados  
 8 baños  
Patio o zona recreativa

Ideal para colegio, sede empresarial u oficina
Arriendo: $7 millones me",,https://www.fincaraiz.com.co/edificio-en-arriendo-en-bogota-dc-bogota/193406343,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4869,145,apartamento,2100000,530000,2630000,58,2,2,,"Apartamento en arriendo en galerias, bogotá","Descubra este magnífico apartamento, estratégicamente ubicado en una zona céntrica de inigualable conveniencia. Este hogar ofrece dos acogedoras alcobas y un baño completo, complementado por un práctico baño social para sus invitados. Disfrute de una espaciosa sala comedor, ideal para el entretenimi",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-galerias-bogota/193454049,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4870,145,apartamento,934000,166000,1100000,50,2,2,,"Apartamento en arriendo en cd. valle de barroblanco, piedecuesta","Apartamento en primer piso, disponible de inmediato, ofrece la combinación perfecta de comodidad y estilo. Disfrute de la exclusividad de un antejardín privado, ideal para relajarse al aire libre. Además, cuenta con un parqueadero asignado. PARA MAYOR INFORMACIÓN VISITE www.paseoespanainmobiliaria.c",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cd-valle-de-barroblanco-piedecuesta/193458240,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4871,145,casa,16000000,,16000000,600,5,8,,"Casa en arriendo en villa campestre, barranquilla",RENTO HERMOSA CASA EN CONJUNTO  CERRADO   LA CASA CUENTA CON 5 HABITACIONES CADA UNA CON SU BAÑO ALCOBA Y BAÑO DE SERVICIO . CAVA DE VINOS CON SALA  ESTAR DE ALCOBAS. LA CASA QUEDA EN CONJUNTO CERRADO Y CUEMTA CON MUY BUENAS AREAS SOCIALES Y BUENOS ESPACIOS DE ZONAS VERDES.,,https://www.fincaraiz.com.co/casa-en-arriendo-en-villa-campestre-barranquilla/193421396,3,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-gallo/cartagena?pagina=3,2026-03-06,11:32:49,2026-03-06 11:36:00
4872,190,apartamento,2150000,1006000,3156000,145,3,3,,"Apartamento en arriendo en el prado, bucaramanga","DÚPLEX. PRIMER NIVEL: SALA COMEDOR, COCINA INTEGRAL, HABITACIÓN AUXILIAR, BAÑO Y ZONA DE ROPAS. SEGUNDO NIVEL: HALL DE TELEVISIÓN, HABITACIÓN AUXILIAR CON CLOSET Y BAÑO Y HABITACIÓN PRINCIPAL CON BAÑO Y 2 CLOSET. AMBAS CON ACCESO A TERRAZA. 2 PARQUEADEROS. ZONA SOCIAL: SALÓN SOCIAL, GIMNASIO, RECEPC",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-prado-bucaramanga/10772670,1,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-golf/cartagena,2026-03-06,11:32:53,2026-03-06 11:36:00
4873,190,oficina,18000000,,18000000,510,,8,,"Oficina en arriendo en antiguo country, bogotá","Se arrienda excelente edificio de oficinas de 3 niveles en el Antiguo Country a pocos pasos de la Calle 85, el edificio cuenta con amplios espacios de trabajo en los tres pisos, 8 salas de reuniones o oficinas grandes y áreas generales de trabajo, baños en cada nivel. Ideal para centro médico, call ",,https://www.fincaraiz.com.co/oficina-en-arriendo-en-antiguo-country-bogota/193397320,1,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-golf/cartagena,2026-03-06,11:32:53,2026-03-06 11:36:00
4874,190,apartamento,1950000,,1950000,21,1,1,,"Apartamento en arriendo en nuevo country, bogotá","Hermoso e iluminado apartaestudio, con vista privilegiada al  campo de golf del Country Club. Este espacio inteligentemente diseñado ofrece una habitación acogedora, una práctica zona de lavandería y un baño completo, todo pensado para su confort. Su excelente ubicación garantiza fácil acceso a serv",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-nuevo-country-bogota/193460052,1,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-golf/cartagena,2026-03-06,11:32:53,2026-03-06 11:36:00
4875,190,apartamento,1350000,,1350000,40,2,1,,"Apartamento en arriendo en fontibon, bogotá","Descubre este acogedor apartamento de 2 habitaciones ( una con closet) y 1 baño, con una distribución funcional que maximiza cada rincón. Disfruta de la iluminación natural que inunda cada espacio, resaltando el piso en baldosa y la cocina equipada con gas natural. Desde su balcón, podrás contemplar",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-fontibon-bogota/193447024,1,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-golf/cartagena,2026-03-06,11:32:53,2026-03-06 11:36:00
4876,190,apartamento,1600000,,1600000,54,3,2,1,"Apartamento en arriendo en el porvenir, rionegro","Descubre la comodidad y elegancia en este apartamento en arriendo ubicado en una de las zonas más exclusivas de la ciudad. Con 2 habitaciones y 2 baños, este espacio de 54 metros cuadrados ofrece un ambiente acogedor y funcional para ti y tu familia. Además, cuenta con 1 parqueadero para tu comodida",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-porvenir-rionegro/192744279,1,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-golf/cartagena,2026-03-06,11:32:53,2026-03-06 11:36:00
4877,190,apartamento,2700000,300000,3000000,72,3,2,,"Apartamento en arriendo en lagos de torca, bogotá","Amplio y acogedor apartamento de 72 M2 en arriendo, ideal para quienes buscan comodidad y elegancia en una zona residencial de Bogotá. El apartamento cuenta con 3 alcobas y 2 baños, uno de ellos en la habitación principal, lo que lo hace perfecto para familias o personas que necesitan espacio adicio",,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,1,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-golf/cartagena,2026-03-06,11:32:53,2026-03-06 11:36:00
4878,190,casa,6500000,,6500000,155,3,3,,"Casa en arriendo en chuntame, cajicá","Si estás buscando una casa de ensueño en uno de los mejores sectores de Colombia, esta es tu oportunidad. Esta espectacular casa está ubicada en Cajicá  un lugar tranquilo y exclusivo donde podrás disfrutar de la naturaleza y la comodidad de la vida urbana al mismo tiempo.

Cuenta con 3 cómodas alco",,https://www.fincaraiz.com.co/casa-en-arriendo-en-chuntame-cajica/193340959,1,https://www.fincaraiz.com.co/arriendo/urbanizacion-el-golf/cartagena,2026-03-06,11:32:53,2026-03-06 11:36:00
